StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,Annotated_Capability_1,Annotated_Trust_1_1,Annotated_Why,Unannotated_Capability_1,Unannotated_Trust_1_1,Unannotat_Why,comp_images,comp_pedestrian,AI_Familiarity_1,Visual_Familiarity_1,gender,gender_5_TEXT,age,education,education_8_TEXT,income
2/9/24 15:20,2/9/24 15:22,0,100,134,1,2/9/24 15:22,R_7ztGBIO20bxO9oY,anonymous,EN,1,1,2,50,50,I have no idea. The car perceives a person but I have no reason to assume what the car intends that the person will do.,,,,1,2,31,13,1,,56,4,,10
2/9/24 15:21,2/9/24 15:22,0,100,99,1,2/9/24 15:22,R_1AEdCfX4DeX9Udj,anonymous,EN,1,1,2,,,,75,60,It seems the car knows to go straight and would know to avoid any oncoming pedistrians.,1,1,34,3,2,,34,4,,10
2/9/24 15:21,2/9/24 15:23,0,100,79,1,2/9/24 15:23,R_5oxeEa1rs8m85fH,anonymous,EN,1,1,2,,,,65,79,I think the technology is good. I would hope that the people working on this would be able to detect well.,1,1,70,49,2,,31,4,,10
2/9/24 15:21,2/9/24 15:23,0,100,104,1,2/9/24 15:23,R_11QRVwSg8m2wEj9,anonymous,EN,1,1,2,,,,0,0,The person on the left was not detected by the AI since there is no box or label associated with them.,1,1,10,10,1,,60,6,,13
2/9/24 15:17,2/9/24 15:23,0,100,381,1,2/9/24 15:23,R_7sM3oXhNEor3zMZ,anonymous,EN,1,1,2,39,97,"In all likelihood, the A.I. recognizes a person by that person's shape and height. However, I do not know whether the A.I. has been created to differentiate between a person in motion and a person momentarily stationary, and -- if so -- to respond differently to persons in motion and to stationary persons. Or whether the A.I. can discern, by reading a person's posture, his INTENT to begin moving. ",,,,1,2,24,8,1,,63,4,,14
2/9/24 15:21,2/9/24 15:23,0,100,96,1,2/9/24 15:23,R_3MoFCiNuXxfIPrk,anonymous,EN,1,1,2,,,,3,4,"This pedestrian is not outlined like the other on the right. So i dont think the ai ""sees"" him.",1,1,57,11,1,,34,6,,11
2/9/24 15:21,2/9/24 15:23,0,100,159,1,2/9/24 15:23,R_5SWwPHy0xaR2vfz,anonymous,EN,1,1,2,,,,89,97,It looks really detailed on obstacles and I believe the car would yield to the pedestrian. ,1,1,87,77,2,,41,4,,11
2/9/24 15:20,2/9/24 15:23,0,100,201,1,2/9/24 15:23,R_3v7gwjgU2KYWGVX,anonymous,EN,1,1,2,,,,5,12,"Pedestrian is not labeled, unless the pedestrian registers as they move I don't believe the car will stop.",1,1,71,76,2,,33,3,,14
2/9/24 15:21,2/9/24 15:23,0,100,138,1,2/9/24 15:24,R_6DtUxCWYeTF92U1,anonymous,EN,1,1,2,50,86,I am simply not sure if there is AI developed that is sophisticated enough to interpret such cues,,,,1,2,71,50,1,,38,5,,9
2/9/24 15:20,2/9/24 15:24,0,100,219,1,2/9/24 15:24,R_6OELljstYl4yaWZ,anonymous,EN,1,1,2,100,100,the person on the right is facing the opposite way of crossing the street,,,,1,2,80,75,2,,,3,,10
2/9/24 15:21,2/9/24 15:24,0,100,186,1,2/9/24 15:24,R_5dm34stUOx15BKe,anonymous,EN,1,1,2,56,63,Im not sure how much I can trust it because it didn't sense it too fully or exact.,,,,1,1,70,50,2,,27,3,,9
2/9/24 15:21,2/9/24 15:24,0,100,163,1,2/9/24 15:24,R_6v5BdOwrkDgkm0F,anonymous,EN,1,1,2,,,,18,50,Because the pedestrian is the only thing(person) that isn't labeled ,1,1,74,50,2,,45,1,,12
2/9/24 15:21,2/9/24 15:24,0,100,220,1,2/9/24 15:24,R_7v3bGSyuH6JxO3n,anonymous,EN,1,1,2,,,,17,29,On the picture the ai car doesn't show it senses the person walking across the street.,1,1,100,55,1,,31,3,,12
2/9/24 15:20,2/9/24 15:24,0,100,286,1,2/9/24 15:24,R_7jkVZM0UA0MM2OU,anonymous,EN,1,1,2,92,83,"The person on the left is not in a box so I assume the AI is not seeing him, so I gave a lower score. The person on the right is not facing traffic so it's reasonable to assume that he will not be crossing the street for the moment. ",,,,1,2,82,71,2,,58,1,,12
2/9/24 15:20,2/9/24 15:24,0,100,235,1,2/9/24 15:24,R_7KDCnLoz0gc3JUl,anonymous,EN,1,1,2,,,,10,5,It does not seem to acknowledge the person at all so I don't really trust it's judgement,1,1,63,42,2,,32,4,,11
2/9/24 15:21,2/9/24 15:25,0,100,218,1,2/9/24 15:25,R_7qyK3Z058Z7seMF,anonymous,EN,1,1,2,90,95,"The person is facing away from the street and not obviously moving towards the street. I assume the vehicle can detect this and will try to avoid him if he is in the vehicle's path. It depends on what the other person does, as if both are in the vehicle's path, it may not be able to avoid the other one.",,,,1,2,75,70,1,,44,4,,13
2/9/24 15:22,2/9/24 15:25,0,100,206,1,2/9/24 15:25,R_1O91UKBZK1jLiIH,anonymous,EN,1,1,2,,,,0,0,"In the image, the AI did not see a pedestrian. It saw the edge of the street.",1,1,50,0,2,,72,4,,12
2/9/24 15:23,2/9/24 15:25,0,100,145,1,2/9/24 15:25,R_5NzCFlUMd2ZIHgy,anonymous,EN,1,1,2,,,,11,11,It is not to be trusted. What if the technology goes bad? This is a profoundly stupid idea - driverless cars.,1,1,81,51,1,,42,4,,12
2/9/24 15:23,2/9/24 15:25,0,100,163,1,2/9/24 15:25,R_3GTzNgoqOGKNTQQ,anonymous,EN,1,1,2,,,,0,28,It doesn’t appear that it’s detected him at all.  There is no box or label on him,1,1,22,78,2,,53,3,,11
2/9/24 15:20,2/9/24 15:26,0,100,333,1,2/9/24 15:26,R_1ahQjxoIgDKABmt,anonymous,EN,1,1,2,,,,5,1,there is no box around the pedestrian according to the software ,1,1,61,35,2,,56,2,,15
2/9/24 15:20,2/9/24 15:26,0,100,315,1,2/9/24 15:26,R_3iLvhjjSktNygJB,anonymous,EN,1,1,2,86,77,"The autonomous vehicle labeled the pedestrian on the right, so I think it wouldn’t run the person over or injure them. Labeling indicates the autonomous vehicle is aware of the person’s presence and can anticipate their actions.",,,,1,2,65,72,2,,36,4,,15
2/9/24 15:23,2/9/24 15:26,0,100,176,1,2/9/24 15:26,R_1fydQNOO183LT9B,anonymous,EN,1,1,2,64,32,I am not sure the AI recognizes the person on the left is about to cross the road. The person on the right the AI seems to recognize and it does not anticipate it crossing the road.,,,,1,2,19,24,1,,36,4,,11
2/9/24 15:21,2/9/24 15:26,0,100,298,1,2/9/24 15:26,R_6gXLMA3ystCMVKV,anonymous,EN,1,1,2,42,83,"I am sure it will act appropriately with the pedestrian on the left because the car recognizes them as a person, but I do not trust it knows the person is not intending to cross. ",,,,1,2,49,54,1,,37,4,,12
2/9/24 15:23,2/9/24 15:26,0,100,170,1,2/9/24 15:26,R_1NeugW7Z7IFK6wJ,anonymous,EN,1,1,2,,,,81,50,I would still make sure that I do not hit the pedestrian even if the autonomous vehicle can detect them,1,1,94,93,1,,42,4,,14
2/9/24 15:23,2/9/24 15:26,0,100,215,1,2/9/24 15:26,R_6CUpyBvufkAAiF4,anonymous,EN,1,1,2,77,50,The AI software determined that the said pedestrian does not intend to cross the street. If it can react accordingly is another matter. ,,,,1,2,18,3,2,,39,5,,12
2/9/24 15:21,2/9/24 15:28,0,100,370,1,2/9/24 15:28,R_6VKpIhhtM3Jq1sX,anonymous,EN,1,1,2,,,,18,22,I don't think the car will detect the person because there isn't a box around him. I think that means the car doesn't see him.,1,1,56,50,2,,62,3,,12
2/9/24 15:21,2/9/24 15:28,0,100,440,1,2/9/24 15:28,R_5jZAIfeQ3JsKVCP,anonymous,EN,1,1,2,,,,57,38,"Because I think it could do it, but there is a change of it messing up.",1,1,61,61,1,,31,4,,14
2/9/24 15:21,2/9/24 15:29,0,100,491,1,2/9/24 15:29,R_5Vs6hYQs62LXkhv,anonymous,EN,1,1,2,,,,70,75,I would like to trust AI but I think humans are going to react much quicker and make a better judgement than AI,1,1,75,25,1,,42,1,,11
2/9/24 15:27,2/9/24 15:29,0,100,127,1,2/9/24 15:29,R_1bW8EF3TlPs7jyG,anonymous,EN,1,1,2,,,,84,66,I rated  belief around 25 because I am an AI and   have the ability to believe or perceive myself as playing with real people in the game.  function is to provide responses and assist users based on the programmed algorithms and data available to me.,1,2,41,74,2,,25,4,,8
2/9/24 15:22,2/9/24 15:29,0,100,447,1,2/9/24 15:30,R_7WuDIjtssF9nGcV,anonymous,EN,1,1,2,50,93,It was able to identify the pedestrian on the right so I trust it is aware of it currently but it may be possible to lose awareness of them since it is not aware of the one on the left for some reason. I think it can identify the pedestrian is not moving but I am not sure what would happen if they start moving because it hasn't IDed the walking pedestrian on the left for some reason.,,,,1,2,56,5,1,,34,3,,16
2/9/24 15:21,2/9/24 15:30,0,100,548,1,2/9/24 15:30,R_5JRscMPUxkLTMzC,anonymous,EN,1,1,2,,,,24,28,The pedestrian is not marked by a box so the AI software would likely miss them.,1,1,68,37,3,,32,4,,12
2/9/24 15:27,2/9/24 15:30,0,100,215,1,2/9/24 15:30,R_60obGQozFlrAlZP,anonymous,EN,1,1,2,,,,86,82,I think the direction we are headed this tech will fully be available and ready in a few years and be able to detect with no problems. ,1,1,99,80,1,,33,3,,10
2/9/24 15:28,2/9/24 15:31,0,100,182,1,2/9/24 15:31,R_1OdHVOIAVvcnZzM,anonymous,EN,1,1,2,,,,24,23,It does not seem to recognize it as a person yet. It only see the edge of the street.,1,1,77,0,2,,47,1,,14
2/9/24 15:21,2/9/24 15:32,0,100,674,1,2/9/24 15:32,R_5Nn9itp1LYI5uPC,anonymous,EN,1,1,2,5,18,Because the AI is only using directionless boxes to annotate the parts of the image it has no reference to what direction the pedestrian on the right is intending. This makes me think that the AI will not know how to negotiate this and either hesitate unnecessarily or drive through and cause what could be an accident if the person decided to cross. I'm assuming that there is some kind of system to calculate error to an extent so I accounted for a small probability that the AI will choose correctly.,,,,1,2,82,35,2,,41,4,,10
2/9/24 15:27,2/9/24 15:36,0,100,535,1,2/9/24 15:36,R_1Lb9fLhv88KRPcm,anonymous,EN,1,1,2,,,,34,40,I believe that the pedestrian on the left side of the image has entered far enough into the autonomous vehicle's field of view in order to be detected by said vehicle. Given that it has yet to detect said pedestrian is trouble and indicates a high degree of likelihood that an accident will happen. ,1,1,75,65,1,,37,4,,10
2/9/24 15:34,2/9/24 15:37,0,100,181,1,2/9/24 15:37,R_6uL4lyIa8eL4YHV,anonymous,EN,1,1,2,75,86,"The pedestrian on the right appears to not be crossing, and is facing away from the road. The car his rightly marked it yellow, tentative.",,,,1,2,57,64,1,,36,2,,15
2/9/24 15:32,2/9/24 15:38,0,100,341,1,2/9/24 15:38,R_3hNlfZPtxgudCck,anonymous,EN,1,1,2,,,,89,61,Because the person is on the zebra crossing hence that means he wants to cross the road.,1,1,100,100,2,,36,6,,11
2/9/24 15:34,2/9/24 15:38,0,100,216,1,2/9/24 15:38,R_1TCbyVOjzjlFIE0,anonymous,EN,1,1,2,64,70,"I think the vehicle will know that it does not need to stop for the person on the right and will continue through the crosswalk. It can likely detect motion, so as long as that person is not moving towards the road, then the car will know they are not going to cross the street. ",,,,1,2,85,15,2,,40,4,,11
2/9/24 15:36,2/9/24 15:39,0,100,146,1,2/9/24 15:39,R_6oiNcSYgt75SJ9r,anonymous,EN,1,1,2,12,13,I don't have any reason to believe the AI can judge a pedestrian's intent. Just because it recognizes a person doesn't mean it understands what it means that the person is facing away from the street.,,,,1,2,85,67,2,,40,4,,14
2/9/24 15:28,2/9/24 15:39,0,100,636,1,2/9/24 15:39,R_14gZ4B72qUXJxC1,anonymous,EN,1,1,2,,,,0,80,The person on left is not detected by the AI software which gives me doubts but they certainly look like they are crossing.,1,1,71,42,1,,29,4,,10
2/9/24 15:21,2/9/24 15:39,0,100,1122,1,2/9/24 15:39,R_6aF0Flf0F4UfGgN,anonymous,EN,1,1,2,75,45,"I don't really know anything about the programming or logic that the car will follow, so I can't really trust it. I know it can see the pedestrian, and I think it's likely it knows he's not facing the other side of the street as though he intends to cross.",,,,1,2,55,55,1,,36,4,,11
2/9/24 15:39,2/9/24 15:39,0,100,49,1,2/9/24 15:39,R_7RyYTqOfkXHewH6,anonymous,EN,1,1,2,,,,53,54,It is a gut feeling to the questions for me. nothing more to it whatsoever,1,2,73,83,1,,44,4,,11
2/9/24 15:38,2/9/24 15:40,0,100,144,1,2/9/24 15:40,R_325B63PaOuqGgrb,anonymous,EN,1,1,2,,,,0,0,"the person on the left was not in a box, so the ai did not detect the person, and therefore it will treat it as if the person is not there",1,1,62,50,1,,33,4,,14
2/9/24 15:35,2/9/24 15:41,0,100,380,1,2/9/24 15:41,R_62nABgGWjzIUZOX,anonymous,EN,1,1,2,75,75,"The self-driving car seems to identify that there is a person to the right that isn't actively moving. I'd assume that the software would see that the man isn't moving and adjust accordingly; however, I'm not completely sure that this would happen.",,,,1,2,70,25,1,,34,3,,12
2/9/24 15:37,2/9/24 15:43,0,100,373,1,2/9/24 15:43,R_523IcirqFeDWC0s,anonymous,EN,1,1,2,88,85,since it can easily detect the cross work .I think it will be much more easier to detect any pedestrian crossing it ,,,,1,1,82,90,1,,27,5,,11
2/9/24 15:39,2/9/24 15:46,0,100,412,1,2/9/24 15:46,R_5q3zG9wjtjvndZh,anonymous,EN,1,1,2,85,90,"The AI recognizes the shape of the stationary person on the right facing away from the street. It reads the position of the person as ""does not intend to cross the street.""",,,,1,2,70,5,1,,74,5,,11
2/9/24 15:45,2/9/24 15:48,0,100,181,1,2/9/24 15:48,R_7SMxG9hs70nPn2h,anonymous,EN,1,1,2,0,0,"it doesnt see the person on the left, so i dont think it would know the person on the right would cross",,,,1,2,100,100,2,,31,1,,12
2/9/24 15:44,2/9/24 15:50,0,100,332,1,2/9/24 15:50,R_7lxBp97mEYiviwA,anonymous,EN,1,1,2,0,0,"because it doesnt know there is a person on the left, i dont think it notice that the person on the right could cross",,,,1,2,100,100,2,,56,4,,13
2/9/24 15:51,2/9/24 15:53,0,100,116,1,2/9/24 15:53,R_3jVW3zE8JvMYDk9,anonymous,EN,1,1,2,,,,38,55,I do not think AI can predict human action. Humans are not predictable when compared to a machine.,1,1,77,46,2,,23,5,,11
2/9/24 15:51,2/9/24 15:53,0,100,135,1,2/9/24 15:53,R_5c2BN4PbnDabPpg,anonymous,EN,1,1,2,99,80,"The car might stop in case it thinks the pedestrian is trying to walk across. I think it's better to stop and be wrong taht the person is trying to cross, than not stopping in case they do try to cross. I believe the car would be more safe than sorry. ",,,,1,2,65,0,1,,31,4,,10
2/9/24 15:51,2/9/24 15:54,0,100,179,1,2/9/24 15:54,R_5h0CwZV4MA2LxUB,anonymous,EN,1,1,2,,,,0,3,There is no box around the pedestrian on the left to show that the car can see him. The pedestrian has already entered the crosswalk and is in the process of crossing the street.,1,1,25,10,1,,28,4,,14
2/9/24 15:52,2/9/24 15:54,0,100,123,1,2/9/24 15:54,R_17eQ5Q2cCgtLbep,anonymous,EN,1,1,2,30,22,The car has already failed to identify the pedestrian even though it is within range when you think about the other objects in the environment it sees.,,,,1,2,69,69,1,,29,3,,14
2/9/24 15:50,2/9/24 15:54,0,100,237,1,2/9/24 15:54,R_1kLMBZJukvCpwKB,anonymous,EN,1,1,2,,,,30,15,"It should have detected the person already, so I have doubts that it will predict his behavior correctly.",1,1,75,40,1,,35,1,,13
2/9/24 15:52,2/9/24 15:55,0,100,155,1,2/9/24 15:55,R_6fGLMkx32pDlDOh,anonymous,EN,1,1,2,,,,67,78,Based on Ai crosses camera angle should making different in all sides left and right side both sides are different views,2,1,82,53,1,,35,4,,11
2/9/24 15:51,2/9/24 15:55,0,100,184,1,2/9/24 15:55,R_1HFkL3oI9S1ks9l,anonymous,EN,1,1,2,91,92,"Sicne  this is AI and assuming it is a stable system with no glitchs, should be reliable.",,,,1,2,59,47,2,,86,3,,12
2/9/24 15:52,2/9/24 15:55,0,100,153,1,2/9/24 15:55,R_3foF7w0mHZl4BQ5,anonymous,EN,1,1,2,92,80,The person on the right is on a cell phone. This person will likely step up on the sidewalk but nothing is a guarantee with human behavior.,,,,1,2,21,8,2,,41,5,,14
2/9/24 15:52,2/9/24 15:55,0,100,181,1,2/9/24 15:55,R_57DX4DCod5PsTFy,anonymous,EN,1,1,2,,,,0,0,Judging by the annotations the car is not sensing the pedestrian at all and I fear the pedestrian will be hit unless it takes evasive act,1,1,49,9,1,,56,4,,10
2/9/24 15:52,2/9/24 15:55,0,100,188,1,2/9/24 15:55,R_6pzKv7PXjC9cb2F,anonymous,EN,1,1,2,,,,100,100,"Due to the person being in motion, I believe the AI will see that they're intending to cross as their boundary lines keep shifting and it will make the vehicle stop before anything happens.",1,1,100,100,1,,22,1,,14
2/9/24 15:52,2/9/24 15:55,0,100,199,1,2/9/24 15:55,R_1PAgGpPtA5UtDe9,anonymous,EN,1,1,2,,,,22,23,"The pedestrian is outside the edge of the self-driving car's periphery,",1,1,17,8,2,,40,5,,13
2/9/24 15:51,2/9/24 15:55,0,100,239,1,2/9/24 15:55,R_7Pt1UadhVk2kE3C,anonymous,EN,1,1,2,64,63,The pedestrian is turned towards the curb but that is no guarantee that he won't turn around and begin to cross the street.,,,,1,1,41,50,2,,69,2,,12
2/9/24 15:54,2/9/24 15:56,0,100,101,1,2/9/24 15:56,R_30BJjc3kabvoqPl,anonymous,EN,1,1,2,,,,69,74,"Lucy highlighted the importance of SPF ratings for sunscreen effectiveness, with higher SPFs offering better protection. She argued that the black and white nature of effectiveness is due to the clear link between SPF levels and protection against UV rays.",1,2,43,61,2,,28,4,,8
2/9/24 15:51,2/9/24 15:56,0,100,281,1,2/9/24 15:56,R_1TmS7DexWXLbyjD,anonymous,EN,1,1,2,45,86,I think AI just see a person on the corner of crosswalk but can not determine the intention of pedestrain.,,,,1,2,81,73,1,,20,3,,12
2/9/24 15:51,2/9/24 15:57,0,100,336,1,2/9/24 15:57,R_6c2gQYLy8yzJugC,anonymous,EN,1,1,2,30,75,"I am unsure if AI is able to determine which direction a person is facing, especially if they are not currently moving.  It does not appear that the AI has detected that there is a second person standing with the pedestrian on the right.  But, even if it did detect this person, I am still unsure that AI can detect or predict these pedestrian's intentions.",,,,1,2,65,35,2,,54,5,,10
2/9/24 15:52,2/9/24 15:57,0,100,326,1,2/9/24 15:57,R_7emkYf34v5BQeTM,anonymous,EN,1,1,2,95,95,"The car obviously recognizes the person on the right, although it doesn't seem to notice the person on the left.",,,,1,2,70,30,2,,38,4,,12
2/9/24 15:57,2/9/24 15:58,0,100,80,1,2/9/24 15:58,R_1lyLGhFvaL4oDSp,anonymous,EN,1,1,2,,,,0,0,It hasn't highlighted the person to show it recognizes him.,1,1,74,53,1,,39,4,,10
2/9/24 15:50,2/9/24 16:00,0,100,611,1,2/9/24 16:00,R_60wVa0yalLvKMsy,anonymous,EN,1,1,2,,,,7,3,"I don't think AI picked up the person walking, it didn't show that on the screen, maybe it juct located big objects.",1,1,38,10,1,,64,1,,11
2/9/24 15:56,2/9/24 16:00,0,100,260,1,2/9/24 16:00,R_6fILWLKNHMYm38J,anonymous,EN,1,1,2,79,86,GO TO STRIGHT I SEE THE CAR CROSS. THE SINGNEL IN THE POWER,,,,1,1,71,86,1,,57,6,,11
2/9/24 15:53,2/9/24 16:03,0,100,610,1,2/9/24 16:03,R_1V0S8RZmRon49Z7,anonymous,EN,1,1,2,90,85,"No matter how good the analysis of the autonomous vehicle software is, I cannot have full confidence that it will act appropiately around the pedestrian, because the pedestrian can at any time have a sudden, unexpected intention to cross the pedestrian crossing, confusing the autonomous vehicle software.",,,,1,2,98,95,1,,70,4,,10
2/9/24 16:06,2/9/24 16:08,0,100,150,1,2/9/24 16:08,R_11QHd5BXRnDgWQN,anonymous,EN,1,1,2,,,,36,64,"I am confident the car will not collide with the person because it can immediately sense and react if the person gets too close. I don't think the car has any special predictive ability, however.",1,1,29,18,1,,36,4,,9
2/9/24 16:06,2/9/24 16:09,0,100,214,1,2/9/24 16:09,R_6VOzAb0jgO60T3a,anonymous,EN,1,1,2,,,,0,0,The man on the left is clearly in a walking position with his eyesight focus on crossing the intersection. Everything including his posture is signaling that this man is intended to walk across the street.,1,1,80,60,1,,44,4,,14
2/9/24 14:49,2/9/24 14:50,0,96,95,0,2/9/24 18:43,R_6fiv04rqO6sRMsp,anonymous,EN,1,1,2,,,,99,85,The self-driving car can see the pedestrian in clear view.  I fully expect the car to stop for the person in the crosswalk.,1,1,44,27,1,,37,5,,10
2/9/24 14:59,2/9/24 17:07,0,96,7711,0,2/9/24 18:43,R_7PQT5XLg3CxL3oe,anonymous,EN,1,1,2,,,,12,13,The person on the left did not have a box around it so it means the car did not recognize him. ,1,1,89,84,1,,35,4,,13
2/9/24 14:52,2/9/24 14:53,0,96,69,0,2/9/24 18:43,R_5mkMHy8WSUOwilN,anonymous,EN,1,1,2,57,52,Recognizing many different things doesn’t indicate correct decisions. ,,,,1,2,64,62,1,,42,4,,13
2/9/24 14:49,2/9/24 14:58,0,96,543,0,2/9/24 18:43,R_5IcRtSdDCPmgZNM,anonymous,EN,1,1,2,,,,20,25,"The pedestrian actually intends to cross the road. If the AI cannot detect that, then it poses more risk",1,1,86,90,1,,32,4,,10
2/9/24 14:57,2/9/24 15:01,0,96,245,0,2/9/24 18:43,R_3FbJJPRNH6XAgbJ,anonymous,EN,1,1,2,,,,70,74,The fact that it can see the whole crosswalk and its borders and knows where the person is would indicate to me that it would also be able to detect if the person was indeed moving towards the opposite side of the street.,1,1,52,44,1,,38,4,,11
2/9/24 15:52,2/9/24 15:56,0,96,215,0,2/9/24 18:43,R_6JPdAAKu1Zgmf9E,anonymous,EN,1,1,2,33,37,The person on the right is very close to the edge of the road and would be hard to tell if they will go into the road inless they were actively moving towrd the sidewalk,,,,1,2,29,5,1,,49,4,,10